Time,x,y,z,Speedbreaker,Pothole
590.837,0.19,3.45,8.5,0,0
590.899,0.23,3.45,8.43,0,0
590.962,0.11,3.38,8.47,0,0
591.026,0.23,3.49,8.47,0,0
591.093,0.11,3.45,8.43,0,0
591.156,0.11,3.45,8.58,0,0
591.239,0.15,3.45,8.43,0,0
591.332,0.11,3.49,8.5,0,0
591.395,0.08,3.41,8.47,0,0
591.462,0.23,3.45,8.43,0,0
591.531,0.11,3.49,8.39,0,0
591.603,0.11,3.45,8.5,0,0
591.69,0.15,3.41,8.43,0,0
591.761,0.11,3.45,8.47,0,0
591.831,0.15,3.49,8.58,0,0
591.902,0.15,3.45,8.47,0,0
591.971,0.19,3.45,8.54,0,0
592.043,0.19,3.49,8.5,0,0
592.111,0.15,3.41,8.47,0,0
592.172,0.11,3.49,8.43,0,0
592.241,0.15,3.45,8.5,0,0
592.313,0.11,3.49,8.54,0,0
592.381,0.19,3.49,8.5,0,0
592.451,0.11,3.45,8.43,0,0
592.52,0.15,3.45,8.43,0,0
592.609,0.08,3.49,8.43,0,0
592.68,0.15,3.45,8.5,0,0
592.743,0.19,3.53,8.47,0,0
592.811,0.15,3.53,8.54,0,0
592.881,0.11,3.49,8.5,0,0
592.951,0,3.45,8.5,0,0
593.015,0.19,3.49,8.47,0,0
593.082,0.11,3.53,8.39,0,0
593.151,0.15,3.53,8.5,0,0
593.223,0.15,3.53,8.47,0,0
593.288,0.11,3.45,8.5,0,0
593.353,0.15,3.53,8.5,0,0
593.416,0.11,3.45,8.39,0,0
593.498,0.15,3.49,8.5,0,0
593.562,0.15,3.45,8.47,0,0
593.631,0.11,3.45,8.54,0,0
593.703,0.15,3.49,8.54,0,0
593.766,0.11,3.49,8.47,0,0
593.832,0.19,3.53,8.31,0,0
593.92,0.11,3.49,8.47,0,0
593.99,0.15,3.49,8.43,0,0
594.06,0.15,3.49,8.43,0,0
594.131,0.08,3.49,8.43,0,0
594.201,0.15,3.53,8.43,0,0
594.271,0.11,3.41,8.47,0,0
594.36,0.15,3.53,8.47,0,0
594.43,0.11,3.49,8.47,0,0
594.5,0.11,3.49,8.35,0,0
594.571,0.15,3.57,8.47,0,0
594.642,0.15,3.49,8.5,0,0
594.711,0.15,3.49,8.47,0,0
594.781,0.08,3.45,8.5,0,0
594.852,0.23,3.49,8.5,0,0
594.921,0.15,3.49,8.47,0,0
594.992,0.08,3.53,8.47,0,0
595.058,0.15,3.49,8.54,0,0
595.127,0.11,3.49,8.43,0,0
595.193,0.19,3.45,8.54,0,0
595.258,0.11,3.49,8.5,0,0
595.323,0.11,3.6,8.39,0,0
595.391,0.11,3.49,8.5,0,0
595.481,0.15,3.53,8.5,0,0
595.553,0.11,3.38,8.5,0,0
595.616,0.19,3.45,8.43,0,0
595.681,0.15,3.53,8.5,0,0
595.744,0.11,3.53,8.5,0,0
595.811,0.11,3.53,8.58,0,0
595.878,0.15,3.57,8.5,0,0
595.942,0.11,3.49,8.35,0,0
596.001,0.69,4.02,8.24,0,0
596.073,0.53,4.6,7.59,0,0
596.14,0.65,4.71,8.16,0,0
596.211,0.91,5.13,7.78,0,0
596.279,1.12,5.52,7.65,0,0
596.342,0.99,5.6,7.4,0,0
596.411,1.31,5.9,7.55,0,0
596.483,1.27,5.63,7.46,0,0
596.547,1.31,5.56,7.44,0,0
596.612,1.5,5.63,7.5,0,0
596.679,1.53,5.67,7.44,0,0
596.742,1.38,5.63,7.5,0,0
596.811,1.5,5.71,7.5,0,0
596.878,1.73,5.52,7.25,0,0
596.942,2.11,5.41,7.5,0,0
597.011,1.92,5.41,7.35,0,0
597.076,1.61,5.48,7.44,0,0
597.141,1.99,5.37,7.5,0,0
597.213,2.22,5.09,8.05,0,0
597.278,1.65,5.41,7.86,0,0
597.342,0.65,5.41,7.4,0,0
597.409,0.34,5.28,7.35,0,0
597.477,1.31,5.01,7.4,0,0
597.542,0.99,5.13,8.39,0,0
597.605,0.08,5.24,7.82,0,0
597.671,0.69,5.13,7.65,0,0
597.742,1.53,4.79,7.46,0,0
597.811,1.38,5.09,8.47,0,0
597.883,0.23,4.94,7.08,0,0
597.949,0.95,4.52,7.89,0,0
598.013,1.84,5.05,7.78,0,0
598.082,0.99,5.13,8.2,0,0
598.152,0.11,4.86,6.74,0,0
598.223,0.99,4.67,8.24,0,0
598.287,0.91,4.75,9.19,0,0
598.351,0.84,3.57,7.44,0,0
598.412,0.95,2.72,8.54,0,0
598.473,1.08,2.83,9.08,0,0
598.535,0.46,3.15,8.69,0,0
598.603,0.23,2.76,8.5,0,0
598.668,0.42,2.98,9,0,0
598.732,0.19,3.17,8.01,0,0
598.801,-0.38,3.17,8.85,0,0
598.873,0.27,3.11,8.69,0,0
598.941,0.91,3.02,8.81,0,0
599.011,0.04,3.15,9.19,0,0
599.075,0.04,3.26,7.86,0,0
599.141,0.23,3.49,9,0,0
599.203,0.89,3.87,7.74,0,0
599.271,0.89,4.75,8.54,0,0
599.333,0.99,5.01,7.7,0,0
599.401,1.31,4.52,8.16,0,0
599.463,1.61,4.18,7.86,0,0
599.531,1.33,4.06,9.04,0,0
599.594,0.72,4.06,8.08,0,0
599.661,0.84,3.99,6.97,0,0
599.723,1.42,4.33,8.77,0,0
599.792,0.84,4.33,8.39,0,0
599.863,0.69,4.06,7.35,0,0
599.931,1.8,4.6,7.89,0,0
600.002,1.14,4.94,8.5,0,0
600.072,0.3,4.52,7.27,0,0
600.149,0.95,4.25,8.62,0,0
600.212,1.99,4.25,8.47,0,0
600.284,1.8,4.48,7.78,0,0
600.347,0.84,4.71,7.93,0,0
600.413,0.34,4.44,7.4,0,0
600.481,0.65,4.44,7.97,0,0
600.553,1.57,4.75,7.63,0,0
600.617,1.31,4.48,7.86,0,0
600.683,1.27,4.48,8.35,0,0
600.745,1.08,4.44,8.27,0,0
600.808,0.84,4.63,7.7,0,0
600.869,0.95,5.09,8.58,0,0
600.941,1.23,5.09,8.24,0,0
601.011,1.53,4.25,6.59,0,0
601.081,1.46,4.75,8.24,0,0
601.151,1.12,5.43,7.44,0,0
601.223,1.08,4.67,7.78,0,0
601.288,1.57,4.48,7.59,0,0
601.351,1.76,4.6,7.82,0,0
601.423,0.84,4.4,7.82,0,0
601.486,0.76,4.67,8.24,0,0
601.551,1.27,4.82,8.39,0,0
601.623,1.99,4.29,7.46,0,0
601.687,1.8,4.6,8.39,0,0
601.753,0.65,4.75,7.25,0,0
601.821,0.23,4.6,8.01,0,0
601.893,1.33,4.56,8.12,0,0
601.957,1.69,4.1,7.46,0,0
602.023,1.33,4.06,8.96,0,0
602.091,0.5,3.49,7.4,0,0
602.161,0.72,2.98,8.77,0,0
602.233,0.3,2.83,9,0,0
602.296,-0.15,3.3,9.11,0,0
602.359,-0.31,3.64,8.16,0,0
602.423,0,3.38,8.62,0,0
602.491,0.89,3.21,7.97,0,0
602.553,0.27,3.41,9.15,0,0
602.621,-0.65,3.57,8.73,0,0
602.693,-0.19,3.95,7.44,0,0
602.757,0.61,4.06,6.97,0,0
602.824,0.95,3.91,8.92,0,0
602.886,0.08,3.38,9.43,0,0
602.948,0.61,4.33,6.89,0,0
603.013,1.18,5.24,7.82,0,0
603.081,1.42,3.68,7.7,0,0
603.142,0.69,3.83,8.43,0,0
603.211,-0.15,5.41,8.58,0,0
603.282,0.08,4.79,7.78,0,0
603.346,2.07,3.38,7.7,0,0
603.411,3.15,3.53,8.5,0,0
603.484,1.04,4.63,8.16,0,0
603.551,-0.65,4.99,7.63,0,0
603.623,0.42,3.99,7.86,0,0
603.686,1.57,3.79,5.33,0,0
603.751,2.11,4.29,9.62,0,0
603.822,1.04,4.52,7.89,0,0
603.895,-0.42,4.14,9.7,0,0
603.96,0.89,3.53,5.98,0,0
604.022,1.31,4.37,9.7,0,0
604.087,0.76,5.56,8.47,0,0
604.153,0.38,5.33,7.55,0,0
604.221,1.08,3.95,8.31,0,0
604.292,1.42,4.52,8.31,0,0
604.357,0.76,4.48,8.01,0,0
604.423,0.42,3.95,7.7,0,0
604.491,0.89,4.6,7.86,0,0
604.556,0.91,4.52,7.55,0,0
604.621,0.8,4.56,8.69,0,0
604.683,0.84,4.67,7.4,0,0
604.751,1.12,4.56,8.35,0,0
604.822,1.38,4.4,8.16,0,0
604.891,1.27,4.37,7.93,0,0
604.961,1.08,4.37,8.05,0,0
605.033,1.08,4.1,8.31,0,0
605.098,0.89,3.83,8.27,0,0
605.162,0.65,3.38,8.24,0,0
605.226,0.57,3.11,8.5,0,0
605.291,0.5,3.3,8.35,0,0
605.354,0.53,3.3,9.04,0,0
605.422,0.69,2.91,7.59,0,0
605.491,0.38,3.21,8.5,0,0
605.563,0.46,3.76,10.04,0,0
605.628,0.95,3.3,7.59,0,0
605.693,1.08,2.49,7.63,0,0
605.756,0.8,3.3,9.43,0,0
605.822,0.72,4.02,8.85,0,0
605.891,0.61,3.3,8.12,0,0
605.963,0.11,1.99,8.12,0,0
606.026,-0.31,2.87,9.47,0,0
606.091,-0.61,3.79,8.5,0,0
606.161,-0.38,3.15,8.58,0,0
606.232,0.19,3.53,8.96,0,0
606.298,0.53,3.38,8.05,0,0
606.361,0.19,3.02,8.05,0,0
606.423,0,3.15,9.85,0,0
606.495,0.19,3.38,9,0,0
606.557,0.08,3.15,8.62,0,0
606.622,0.3,3.15,7.82,0,0
606.687,0.19,3.49,9.34,0,0
606.752,0.08,3.26,7.97,0,0
606.821,0,3.11,9,0,0
606.895,0.19,3.26,8.81,0,0
606.956,-0.23,2.87,8.54,0,0
607.019,0.23,2.96,8.47,0,0
607.08,0.42,3.41,8.24,0,0
607.141,0.11,3.79,8.16,0,0
607.212,0.04,3.34,8.35,0,0
607.281,0.5,3.64,7.89,0,0
607.353,0.3,3.95,8.69,0,0
607.416,0.19,3.95,8.35,0,0
607.481,0.46,3.99,8.12,0,0
607.551,0.42,4.1,8.24,0,0
607.615,0.5,3.68,7.44,0,0
607.683,0.76,4.02,8.88,0,0
607.746,0.72,4.06,8.2,0,0
607.811,0.34,4.02,8.08,0,0
607.881,0.84,4.18,8.24,0,0
607.951,0.8,4.1,8.01,0,0
608.022,0.69,3.76,7.78,0,0
608.093,1.04,4.37,8.47,0,0
608.161,0.42,3.99,7.65,0,0
608.23,0.95,3.79,8.54,0,0
608.293,1.08,4.25,8.35,0,0
608.352,0.69,4.06,8.5,0,0
608.413,0.91,3.99,7.93,0,0
608.481,0.84,4.29,8.08,0,0
608.547,0.57,4.1,8.12,0,0
608.613,0.95,4.37,7.78,0,0
608.679,0.65,4.25,8.5,0,0
608.743,0.91,4.06,8.24,0,0
608.811,0.91,4.37,7.86,0,0
608.881,0.61,4.33,8.66,0,0
608.952,0.95,4.25,7.7,0,0
609.021,0.89,4.06,7.86,0,0
609.093,1.18,4.33,8.01,0,0
609.167,0.69,4.14,7.27,0,0
609.233,1.04,3.95,8.31,0,0
609.295,1.14,4.25,7.31,0,0
609.362,0.69,4.14,9.23,0,0
609.427,1.08,4.37,8.16,0,0
609.497,0.69,4.33,7.5,0,0
609.562,0.89,4.25,8.43,0,0
609.632,0.89,4.71,7.65,0,0
609.703,0.8,4.1,8.66,0,0
609.766,1.31,4.29,7.93,0,0
609.831,0.57,4.29,7.59,0,0
609.899,0.61,4.29,8.96,0,0
609.963,1.08,4.29,7.27,0,0
610.027,1.08,4.25,8.85,0,0
610.089,0.99,4.4,7.63,0,0
610.151,0.61,4.21,8.24,0,0
610.212,1.08,4.4,7.97,0,0
610.281,0.84,4.33,8.12,0,0
610.351,1.08,4.44,7.97,0,0
610.421,0.89,4.37,7.35,0,0
610.493,0.72,4.21,8.01,0,0
610.557,0.84,4.33,7.27,0,0
610.622,0.76,4.18,8.73,0,0
610.701,0.61,4.29,7.55,0,0
610.774,0.89,4.21,9.04,0,0
610.842,1.33,4.56,7.63,0,0
610.901,0.8,4.4,8.16,0,0
610.966,1.18,4.4,8.08,0,0
611.033,1.18,4.37,7.74,0,0
611.101,1.27,4.18,8.66,0,0
611.171,1.23,4.1,7.97,0,0
611.235,1.31,4.25,7.78,0,0
611.301,0.95,4.25,8.2,0,0
611.365,1.18,4.29,7.74,0,0
611.431,1.23,4.33,7.89,0,0
611.501,1.27,4.37,7.65,0,0
611.571,0.84,4.06,7.82,0,0
611.641,1.31,3.91,8.24,0,0
611.712,1.23,4.21,7.89,0,0
611.783,0.91,3.99,8.39,0,0
611.847,1.33,4.02,8.16,0,0
611.913,1.14,4.37,7.89,0,0
611.977,0.89,3.95,7.97,0,0
612.042,1.14,4.1,8.05,0,0
612.107,1.04,4.37,8.62,0,0
612.169,1.08,4.29,8.05,0,0
612.23,0.91,4.37,8.92,0,0
612.299,1.18,4.48,8.05,0,0
612.362,1.04,4.18,7.86,0,0
612.431,1.38,4.21,7.97,0,0
612.497,0.95,3.95,7.44,0,0
612.562,1.04,3.95,8.01,0,0
612.633,1.04,4.29,8.24,0,0
612.697,0.76,4.14,7.89,0,0
612.761,0.99,4.1,8.27,0,0
612.823,1.73,4.14,7.31,0,0
612.896,1.23,3.87,8.12,0,0
612.961,0.99,3.53,8.54,0,0
613.032,0.69,3.64,8.08,0,0
613.101,0.72,3.99,8.81,0,0
613.185,0.19,3.72,8.47,0,0
613.253,0.27,3.83,8.58,0,0
613.316,0.15,3.99,8.47,0,0
613.382,0.08,3.95,8.81,0,0
613.452,0.3,3.91,8.24,0,0
613.526,0.53,3.79,8.16,0,0
613.591,0.76,3.91,8.31,0,0
613.658,0.38,3.68,8.24,0,0
613.723,0.69,3.53,8.24,0,0
613.788,0.57,3.76,8.39,0,0
613.851,0.38,3.99,8.27,0,0
613.921,0.23,3.76,8.27,0,0
613.991,0.46,3.6,8.01,0,0
614.057,0.5,4.1,9,0,0
614.122,0.27,3.91,7.63,0,0
614.193,0.69,3.64,8.54,0,0
614.258,0.91,3.72,8.47,0,0
614.322,0.27,3.41,8.27,0,0
614.387,0.69,3.45,8.43,0,0
614.452,0.76,3.38,8.12,0,0
614.518,0.46,3.21,8.27,0,0
614.581,0.69,3.49,8.69,0,0
614.644,0.69,3.64,8.66,0,0
614.706,0.53,3.38,7.65,0,0
614.771,0.57,3.57,9.04,0,0
614.841,0.5,3.64,8.08,0,0
614.911,0.61,3.79,9.23,0,0
614.974,0.61,3.79,8.16,0,0
615.042,0.69,3.72,8.2,0,0
615.114,0.95,4.06,8.31,0,0
615.181,0.65,3.72,7.7,0,0
615.245,1.18,3.72,8.08,0,0
615.311,1.27,3.95,8.31,0,0
615.381,0.91,3.6,7.97,0,0
615.445,1.53,3.57,8.16,0,0
615.511,1.23,3.72,8.05,0,0
615.583,0.89,3.72,8.24,0,0
615.646,1.18,3.64,8.27,0,0
615.711,1.18,3.45,7.97,0,0
615.782,1.42,3.68,9,0,0
615.852,1.23,3.64,8.5,0,0
615.923,1.38,3.38,8.24,0,0
615.986,1.61,3.64,8.85,0,0
616.049,1.42,3.64,8.88,0,0
616.112,1.23,3.34,8.12,0,0
616.181,1.14,3.64,8.43,0,0
616.251,0.69,3.53,7.7,0,0
616.323,0.57,3.38,8.43,0,0
616.388,0.8,3.38,8.05,0,0
616.452,0.57,3.15,8.12,0,0
616.521,1.14,3.15,8.85,0,0
616.593,1.04,3.21,8.85,0,0
616.661,0.8,2.79,8.69,0,0
616.731,1.12,2.91,8.27,0,0
616.801,0.65,3.38,8.58,0,0
616.871,0.27,2.87,8.85,0,0
616.935,0.38,2.87,8.88,0,0
616.997,0.57,3.57,9.58,0,0
617.059,0.04,3.41,8.16,0,0
617.122,0.08,3.21,8.5,0,0
617.191,0.38,3.45,8.24,0,0
617.258,0.5,3.87,8.24,0,0
617.322,0.23,3.83,7.5,0,0
617.391,0.42,3.64,8.54,0,0
617.462,0.8,3.79,7.78,0,0
617.531,0.3,3.45,7.65,0,0
617.601,0.76,3.45,8.88,0,0
617.663,0.95,3.6,8.88,0,0
617.731,0.38,2.96,7.7,0,0
617.803,0.95,3.38,7.78,0,0
617.868,0.08,3.72,9.23,0,0
617.931,-0.27,3.26,8.47,0,0
618.001,-0.19,2.98,10.11,0,0
618.063,0.89,3.68,8.27,0,0
618.131,0.19,3.49,8.39,0,0
618.201,0.34,2.79,7.93,0,0
618.271,0.72,3.3,8.85,0,0
618.343,0.23,3.26,8.24,0,0
618.41,0.42,3.02,9.04,0,0
618.479,0.57,2.91,8.35,0,0
618.541,0.53,3.3,8.66,0,0
618.606,0.15,3.06,7.97,0,0
618.673,0.3,2.98,8.81,0,0
618.737,0.5,3.38,8.16,0,0
618.801,0.53,3.34,8.43,0,0
618.871,1.12,3.17,8.2,0,0
618.945,1.57,3.26,7.97,0,0
619.011,1.53,3.02,8.88,0,0
619.074,1.57,2.91,8.96,0,0
619.141,1.31,3.26,9.3,0,0
619.212,1.04,3.64,8.31,0,0
619.281,0.57,3.99,8.01,0,0
619.348,0.61,4.82,7.55,0,0
619.412,0.46,4.18,7.89,0,0
619.474,0.8,3.99,8.54,0,0
619.541,0.99,4.06,7.82,0,0
619.611,0.34,3.83,7.7,0,0
619.681,0.61,4.29,8.66,0,0
619.751,0.08,4.21,7.82,0,0
619.823,0.3,3.79,8.58,0,0
619.888,0.89,4.21,8.16,0,0
619.953,0.15,3.87,8.12,0,0
620.021,0.65,3.87,8.5,0,0
620.094,0.53,4.25,8.47,0,0
620.16,0.11,4.06,7.93,0,0
620.223,0.5,4.02,8.24,0,0
620.292,0.61,3.79,8.2,0,0
620.36,0.38,3.53,7.5,0,0
620.422,0.53,3.64,8.5,0,0
620.484,0.23,3.83,8.01,0,0
620.545,0.19,3.76,8.62,0,0
620.611,0.5,3.83,8.43,0,0
620.681,0.61,3.83,8.47,0,0
620.751,0.95,3.87,9.04,0,0
620.821,0.89,3.72,8.66,0,0
620.892,0.72,3.45,8.5,0,0
620.962,0.5,3.21,7.35,0,0
621.033,0.5,3.17,8.2,0,0
621.101,0.23,3.11,7.78,0,0
621.171,0.46,3.17,8.43,0,0
621.241,0.3,3.38,9.15,0,0
621.311,0.08,2.87,8.5,0,0
621.375,0.76,3.21,8.35,0,0
621.441,0.23,3.57,8.92,0,0
621.503,-0.19,2.98,7.93,0,0
621.571,0.34,3.06,8.85,0,0
621.641,0.23,3.3,8.62,0,0
621.713,0.15,3.11,10,0,0
621.776,0.89,3.41,8.43,0,0
621.839,0.3,3.53,9.62,0,0
621.9,0.38,3.34,8.77,0,0
621.969,0.3,3.34,9.15,0,0
622.033,0.11,3.34,8.54,0,0
622.096,0.15,3.02,8.43,0,0
622.161,0.5,3.02,7.74,0,0
622.231,0.11,2.83,7.74,0,0
622.301,0.04,2.68,8.27,0,0
622.371,0.53,2.91,7.97,0,0
622.441,0.11,3.06,9,0,0
622.511,0.42,3.02,8.54,0,0
622.597,0.5,3.34,9.58,0,0
622.663,0.04,3.21,8.35,0,0
622.728,0.19,3.17,8.47,0,0
622.791,0.11,3.41,9.19,0,0
622.863,0,2.79,7.78,0,0
622.931,0.08,2.91,9.28,0,0
623.001,0.34,3.21,8.54,0,0
623.073,-0.04,3.11,8.62,0,0
623.142,0.53,3.11,8.27,0,0
623.213,0.23,3.11,8.31,0,0
623.278,0.08,2.91,8.58,0,0
623.341,0.19,3.3,10.15,0,0
623.407,0.08,3.11,7.63,0,0
623.486,0.61,3.21,8.92,0,0
623.556,0.46,3.41,7.27,0,0
623.621,0.15,3.17,8.31,0,0
623.684,0.19,2.98,8.77,0,0
623.751,-0.19,3.34,10.57,0,0
623.816,-0.34,4.18,8.96,0,0
623.881,-0.11,4.56,9,0,0
623.952,0.8,5.05,6.82,0,0
624.017,0.57,3.34,8.58,0,0
624.082,1.33,2.91,7.04,0,0
624.153,0.99,2.79,7.82,0,0
624.217,0.61,3.02,7.65,0,0
624.28,0.46,3.26,8.05,0,0
624.34,0.27,3.99,8.88,0,0
624.402,0.08,3.79,8.54,0,0
624.466,0.53,3.53,9.38,0,0
624.535,0.53,3.68,8.47,0,0
624.601,0.15,3.34,8.81,0,0
624.663,0.53,3.3,8.58,0,0
624.731,0.38,3.21,8.2,0,0
624.801,0.15,2.91,8.73,0,0
624.866,0.5,3.02,8.66,0,0
624.933,0.42,3.34,7.89,0,0
625.001,0.3,3.06,8.81,0,0
625.072,0.46,2.64,7.93,0,0
625.142,0.72,3.21,9.11,0,0
625.212,0.15,3.02,8.5,0,0
625.297,0.46,3.02,8.81,0,0
625.363,0.23,3.41,9.19,0,0
625.426,-0.04,3.11,8.35,0,0
625.491,0.11,3.15,9.23,0,0
625.552,0.19,3.41,8.58,0,0
625.621,-0.11,3.11,8.66,0,0
625.693,0.57,2.87,8.12,0,0
625.756,-0.04,2.6,8.88,0,0
625.821,0.27,2.45,8.69,0,0
625.891,-0.23,2.56,9.11,0,0
625.961,-0.15,2.45,8.77,0,0
626.033,-0.46,1.99,9.49,0,0
626.103,-0.23,1.8,9,0,0
626.172,-0.69,2.03,9.34,0,0
626.237,-0.31,2.15,8.81,0,0
626.301,-0.5,1.99,8.85,0,0
626.371,-0.15,1.99,9.11,0,0
626.443,-0.31,2.03,9.04,0,0
626.512,-0.34,1.95,9.47,0,0
626.583,-0.34,1.88,9.15,0,0
626.648,-0.19,2.03,9.15,0,0
626.712,-0.57,2.15,8.96,0,0
626.775,-0.42,2.11,8.88,0,0
626.839,-0.27,2.18,9.23,0,0
626.902,-0.27,2.53,8.85,0,0
626.972,-0.31,2.72,8.96,0,0
627.042,-0.38,2.37,8.54,0,0
627.105,-0.38,2.6,8.77,0,0
627.171,-0.53,2.79,8.62,0,0
627.241,-0.15,2.72,9.11,0,0
627.311,-0.31,2.56,8.88,0,0
627.382,-0.08,2.96,8.92,0,0
627.453,-0.11,3.6,8.35,0,0
627.521,-0.23,3.21,8.62,0,0
627.593,0.34,2.96,8.69,0,0
627.658,-0.08,2.91,8.31,0,0
627.722,-0.27,2.96,8.96,0,0
627.793,-0.19,2.87,8.27,0,0
627.858,-0.53,2.98,9.23,0,0
627.924,0,3.06,8.5,0,0
627.988,-0.23,3.02,8.54,0,0
628.053,-0.11,2.91,8.16,0,0
628.122,-0.11,2.91,8.88,0,0
628.193,-0.08,2.98,9,0,0
628.257,0.38,3.06,8.5,0,0
628.322,0.23,3.34,8.73,0,0
628.391,0.15,3.38,7.97,0,0
628.461,0,3.21,8.66,0,0
628.532,0.19,3.41,8.5,0,0
628.604,-0.11,3.57,8.69,0,0
628.671,-0.19,3.45,8.47,0,0
628.732,0.23,3.53,8.27,0,0
628.798,0.08,3.64,8.31,0,0
628.863,0.19,4.21,7.97,0,0
628.932,0.08,4.6,8.5,0,0
629.002,0.57,4.25,7.59,0,0
629.068,0.57,4.4,8.92,0,0
629.131,0.34,4.4,7.78,0,0
629.204,0.5,4.25,8.47,0,0
629.273,0.76,4.29,8.01,0,0
629.345,0.3,4.29,8.39,0,0
629.41,0.76,4.29,7.89,0,0
629.484,0.72,4.29,8.05,0,0
629.548,0.69,4.21,7.82,0,0
629.61,0.5,4.1,8.05,0,0
629.672,0.3,4.21,7.78,0,0
629.741,0.57,4.25,8.01,0,0
629.813,0.57,4.02,8.12,0,0
629.878,0.72,3.99,7.89,0,0
629.943,0.65,4.02,8.54,0,0
630.011,0.72,4.37,8.92,0,0
630.082,0.76,3.91,8.01,0,0
630.158,1.08,4.18,9.11,0,0
630.222,0.65,4.48,8.24,0,0
630.288,0.27,3.91,8.12,0,0
630.352,1.08,4.06,8.31,0,0
630.421,0.61,4.25,8.77,0,0
630.487,0.53,3.87,7.65,0,0
630.55,0.53,3.64,8.47,0,0
630.612,0.76,3.87,8.05,0,0
630.681,0.65,3.76,7.63,0,0
630.744,0.57,3.6,8.66,0,0
630.811,1.04,3.3,7.59,0,0
630.882,0.99,3.6,8.43,0,0
630.949,0.89,3.68,8.05,0,0
631.012,0.84,3.53,8.66,0,0
631.087,1.38,3.6,8.69,0,0
631.148,1.14,3.76,8.43,0,0
631.213,0.69,3.76,8.62,0,0
631.282,1.04,3.64,8.39,0,0
631.355,0.72,3.68,8.73,0,0
631.419,0.76,3.64,8.27,0,0
631.486,0.5,3.49,8.27,0,0
631.552,0.84,3.57,8.43,0,0
631.615,0.65,3.6,8.69,0,0
631.678,0.57,3.49,8.01,0,0
631.742,0.95,3.38,8.01,0,0
631.811,0.5,3.6,9.04,0,0
631.883,0.46,3.38,8.2,0,0
631.948,0.61,3.06,8.2,0,0
632.011,0.69,3.53,9.08,0,0
632.076,0.23,3.38,8.69,0,0
632.141,0.38,3.11,8.96,0,0
632.211,0.89,3.53,8.39,0,0
632.281,-0.11,3.34,8.31,0,0
632.351,0.27,3.3,9.15,0,0
632.421,0.08,3.41,8.92,0,0
632.485,0,3.15,8.35,0,0
632.551,0.5,3.34,8.73,0,0
632.621,0.23,3.53,7.55,0,0
632.691,0.04,2.96,8.12,0,0
632.761,0.15,2.91,9,0,0
632.831,0.15,3.11,9.11,0,0
632.893,0.08,2.96,8.62,0,0
632.959,0.3,2.83,8.69,0,0
633.022,0.04,2.96,8.2,0,0
633.091,-0.04,2.96,8.77,0,0
633.163,0.57,3.15,8.01,0,0
633.226,-0.04,3.34,8.77,0,0
633.29,-0.04,3.38,8.69,0,0
633.353,0.08,3.45,8.66,0,0
633.422,0,3.21,8.12,0,0
633.493,0.3,3.3,8.58,0,0
633.558,0,3.49,8.69,0,0
633.622,0.53,3.45,8.43,0,0
633.681,0.5,3.49,8.43,0,0
633.744,0.61,4.1,8.16,0,0
633.813,0.23,3.83,8.85,0,0
633.877,0.76,3.87,8.01,0,0
633.948,0.72,4.1,8.66,0,0
634.014,0.27,3.95,8.43,0,0
634.082,0.3,3.79,8.39,0,0
634.153,0.19,3.76,8.43,0,0
634.218,0.34,3.91,8.2,0,0
634.281,0.57,3.87,8.16,0,0
634.352,0.65,3.72,7.21,0,0
634.412,0.53,3.53,8.05,0,0
634.472,0.3,3.49,8.5,0,0
634.536,0.42,3.26,8.66,0,0
634.601,0.57,3.21,8.31,0,0
634.663,0.19,3.38,8.66,0,0
634.731,0.23,3.57,8.5,0,0
634.793,0.38,3.34,8.5,0,0
634.862,0.34,3.38,9.28,0,0
634.933,0.61,3.76,8.88,0,0
634.997,0.08,3.21,7.59,0,0
635.063,0.69,2.98,8.92,0,0
635.132,1.04,3.45,8.73,0,0
635.203,0.19,3.15,8.27,0,0
635.267,0.57,3.06,8.85,0,0
635.333,1.04,3.17,8.2,0,0
635.401,0.23,3.17,8.54,0,0
635.473,0.42,3.21,8.58,0,0
635.537,0.3,3.45,8.81,0,0
635.602,0.38,3.11,7.97,0,0
635.671,0.72,3.15,8.88,0,0
635.741,0.42,3.11,7.78,0,0
635.813,0.27,3.15,8.69,0,0
635.88,0.27,3.11,8.96,0,0
635.943,0.5,3.21,8.58,0,0
636.006,0.11,3.38,8.85,0,0
636.073,0.15,3.41,8.08,0,0
636.139,0.08,3.41,8.77,0,0
636.203,0.15,3.38,8.58,0,0
636.271,-0.08,3.38,9.15,0,0
636.341,-0.15,3.53,8.92,0,0
636.405,0.04,3.38,8.12,0,0
636.476,0.04,3.38,8.85,0,0
636.539,0.3,3.45,8.16,0,0
636.607,0.15,3.3,8.62,0,0
636.673,0.11,3.26,8.81,0,0
636.736,0.04,3.3,11.95,0,0
636.8,0.15,3.26,5.63,0,0
636.87,-0.19,3.11,9.15,0,0
636.933,0.53,3.3,7.21,0,0
637.001,0.11,3.02,9.89,0,0
637.071,0,1.65,7.59,0,0
637.141,0.08,0.34,8.62,0,0
637.211,-0.69,1.38,9.47,0,0
637.277,-0.72,2.3,8.08,0,0
637.341,-0.53,2.3,9.3,0,0
637.413,-0.93,2.49,8.96,0,0
637.477,-1.18,3.11,9.53,0,0
637.543,-0.69,2.76,8.85,0,0
637.611,-0.65,2.49,9.28,0,0
637.675,-0.34,2.37,8.2,0,0
