Time,x,y,z,Speedbreaker,Pothole
284.2,-1.08,5.86,7.46,0,0
284.263,0,5.56,8.62,0,0
284.333,0.23,4.9,6.63,0,0
284.398,-0.08,5.33,8.08,0,0
284.461,-0.95,5.6,7.86,0,0
284.526,-0.38,5.52,7.86,0,0
284.592,0.34,4.71,7.04,0,0
284.661,1.38,4.82,7.44,0,0
284.731,0.57,4.82,7.04,0,0
284.801,-0.65,4.71,8.01,0,0
284.871,-1.08,3.76,8.2,0,0
284.941,0.46,3.17,8.24,0,0
285.003,1.12,2.41,7.78,0,0
285.072,-0.11,3.6,9.49,0,0
285.146,-1.14,4.14,8.81,0,0
285.21,-0.61,3.76,9.43,0,0
285.273,-0.23,3.45,7.82,0,0
285.341,0.38,3.68,7.97,0,0
285.408,0.04,3.79,8.16,0,0
285.472,-0.31,3.91,8.35,0,0
285.541,-0.53,3.57,8.31,0,0
285.614,0.15,3.26,7.21,0,0
285.682,0.57,3.79,10.92,0,0
285.745,0.5,3.79,6.89,0,0
285.808,0.42,4.4,9.7,0,0
285.872,0.69,5.05,6.97,0,0
285.941,0.27,5.33,10.04,0,0
286.011,0.11,3.83,5.24,0,0
286.081,0.8,3.68,9.62,0,0
286.143,0.72,4.25,7.35,0,0
286.211,-0.5,4.1,7.97,0,0
286.281,0.11,3.41,7.63,0,0
286.348,1.23,3.76,9,0,0
286.412,0.61,3.68,7.93,0,0
286.481,0.38,3.64,8.88,0,0
286.542,0.3,3.6,7.89,0,0
286.607,0.5,3.6,8.5,0,0
286.67,0.76,3.49,8.2,0,0
286.732,0.3,3.34,8.47,0,0
286.801,0.42,3.45,8.12,0,0
286.865,0.69,3.79,8.43,0,0
286.931,0.38,4.56,7.08,0,0
286.993,-0.23,5.41,8.35,0,0
287.061,-0.23,4.6,8.77,0,0
287.131,1.46,4.94,7.7,0,0
287.201,2.56,4.75,7.89,0,0
287.272,2.3,4.71,8.01,0,0
287.341,0.89,5.05,7.63,0,0
287.411,0.84,4.6,8.08,0,0
287.481,1.95,4.71,7.86,0,0
287.551,1.8,4.56,7.65,0,0
287.621,0.95,4.6,7.93,0,0
287.691,0.61,4.9,7.04,0,0
287.761,1.33,5.05,8.81,0,0
287.831,1.31,4.71,7.12,0,0
287.901,1.31,4.99,8.43,0,0
287.971,1.12,5.05,7.74,0,0
288.041,1.31,5.01,7.89,0,0
288.103,1.69,5.05,8.73,0,0
288.165,1.12,4.6,6.89,0,0
288.233,1.04,4.71,8.08,0,0
288.299,0.61,4.48,7.4,0,0
288.365,0.46,3.79,6.74,0,0
288.432,0.65,3.6,8.58,0,0
288.505,0.27,3.95,7.4,0,0
288.571,-0.31,3.6,8.35,0,0
288.642,0.04,3.57,8.58,0,0
288.711,-0.15,4.18,9.47,0,0
288.773,-0.89,4.18,8.27,0,0
288.845,-0.42,4.52,10.53,0,0
288.911,0.42,4.71,8.16,0,0
288.983,0.46,3.79,7.89,0,0
289.048,1.18,3.79,9.11,0,0
289.113,1.18,3.87,7.63,0,0
289.184,1.08,3.76,8.05,0,0
289.247,1.18,4.02,8.16,0,0
289.31,0.27,4.25,7.55,0,0
289.382,0,4.02,8.2,0,0
289.448,0.61,3.91,7.82,0,0
289.511,1.23,4.1,8.05,0,0
289.573,0.99,4.37,8.85,0,0
289.634,0.8,4.21,7.82,0,0
289.701,1.04,4.56,7.97,0,0
289.763,1.04,4.52,7.35,0,0
289.831,1.08,4.4,7.63,0,0
289.901,0.72,4.4,7.97,0,0
289.973,0.89,4.25,8.24,0,0
290.039,0.72,3.87,7.4,0,0
290.103,1.08,4.33,8.16,0,0
290.171,0.72,4.56,8.16,0,0
290.243,0.53,3.76,8.31,0,0
290.308,1.12,3.49,8.81,0,0
290.373,0.65,3.72,8.5,0,0
290.441,0.11,3.57,8.77,0,0
290.511,0.38,3.17,8.88,0,0
290.581,0.5,3.72,8.43,0,0
290.653,-0.08,3.87,8.62,0,0
290.72,-0.11,3.17,8.54,0,0
290.795,0.89,3.57,8.58,0,0
290.858,0.08,3.64,8.16,0,0
290.921,-0.23,3.45,8.62,0,0
290.991,0.34,3.3,8.66,0,0
291.054,0.65,3.49,8.85,0,0
291.124,-0.15,3.45,9.19,0,0
291.186,-0.15,3.53,9.11,0,0
291.25,-0.15,3.38,8.35,0,0
291.314,0.23,3.64,9.15,0,0
291.381,0.27,3.99,8.35,0,0
291.452,-0.34,3.87,7.82,0,0
291.521,0.15,4.33,8.16,0,0
291.595,-0.38,3.64,7.86,0,0
291.657,0.38,3.21,8.39,0,0
291.721,0.76,3.38,8.01,0,0
291.791,0.11,3.95,9.15,0,0
291.857,-0.61,3.91,7.25,0,0
291.923,-0.04,3.91,9.15,0,0
291.988,0.5,4.52,7.74,0,0
292.053,0.34,5.6,8.69,0,0
292.121,-0.57,5.13,6.28,0,0
292.191,0.11,5.43,7.35,0,0
292.257,0.76,5.79,8.01,0,0
292.321,0.53,5.05,7.4,0,0
292.385,0.27,4.99,8.01,0,0
292.451,0.61,5.24,7.27,0,0
292.513,0.15,5.52,7.21,0,0
292.581,0.15,5.71,7.7,0,0
292.654,0.84,5.37,7.21,0,0
292.719,0.69,5.18,7.65,0,0
292.783,0.53,5.09,7.65,0,0
292.851,0.8,5.41,7.01,0,0
292.923,0.53,5.41,7.86,0,0
292.987,0.91,5.05,7.59,0,0
293.053,1.84,4.9,7.86,0,0
293.121,2.14,5.01,7.59,0,0
293.192,1.53,5.41,8.27,0,0
293.254,1.12,5.18,7.16,0,0
293.321,1.46,5.22,8.2,0,0
293.393,0.99,5.22,7.04,0,0
293.458,0.5,5.37,8.12,0,0
293.522,0.04,4.99,6.32,0,0
293.591,0.72,5.24,7.46,0,0
293.663,1.23,5.37,7.31,0,0
293.728,0.84,4.94,8.24,0,0
293.792,1.61,5.33,8.69,0,0
293.859,1.33,5.71,7.86,0,0
293.923,0.8,5.67,8.27,0,0
293.985,1.27,5.71,7.89,0,0
294.047,0.91,5.43,7.31,0,0
294.109,0.57,4.99,7.35,0,0
294.172,0.8,4.82,6.36,0,0
294.242,0.89,5.09,7.35,0,0
294.311,0.65,4.99,6.66,0,0
294.387,1.04,4.86,7.21,0,0
294.451,1.27,5.28,7.78,0,0
294.521,0.89,5.48,7.55,0,0
294.591,0.91,5.09,7.01,0,0
294.661,1.33,5.52,8.01,0,0
294.731,0.72,5.05,7.44,0,0
294.806,1.42,5.48,7.89,0,0
294.871,1.14,5.22,7.01,0,0
294.941,1.5,5.41,8.58,0,0
295.011,1.23,5.28,7.31,0,0
295.083,1.12,5.01,7.63,0,0
295.151,0.5,4.48,7.65,0,0
295.222,0.61,3.76,9.3,0,0
295.291,0.91,2.79,7.08,0,0
295.363,0.89,3.99,9.72,0,0
295.428,0,4.18,7.4,0,0
295.491,0.04,3.64,8.77,0,0
295.561,0.8,3.79,7.93,0,0
295.632,0.15,4.25,8.88,0,0
295.701,-0.42,3.83,8.31,0,0
295.771,0,4.25,8.81,0,0
295.832,-0.23,4.14,7.5,0,0
295.908,0.23,4.75,7.97,0,0
295.973,-0.08,4.99,7.7,0,0
296.039,-0.04,4.56,8.62,0,0
296.103,0.84,5.37,8.5,0,0
296.171,0.15,5.79,8.31,0,0
296.234,-0.27,5.28,8.54,0,0
296.296,0,5.09,7.55,0,0
296.361,0.38,5.18,7.5,0,0
296.425,0.08,5.05,7.63,0,0
296.485,0.04,4.4,6.24,0,0
296.547,0.38,4.56,6.89,0,0
296.611,0.08,4.25,6.32,0,0
296.673,-0.04,4.02,7.35,0,0
296.741,0.08,3.87,7.89,0,0
296.811,0.3,3.99,8.96,0,0
296.881,0.11,4.21,8.24,0,0
296.946,0.08,4.44,8.92,0,0
297.012,-0.08,4.06,9.04,0,0
297.082,0.61,3.83,8.47,0,0
297.152,1.12,3.91,8.27,0,0
297.221,0.61,3.49,8.73,0,0
297.286,0.91,3.3,7.55,0,0
297.352,1.12,3.76,8.27,0,0
297.426,0.23,3.6,7.86,0,0
297.492,0.76,4.02,8.62,0,0
297.561,0.53,3.95,7.35,0,0
297.633,1.14,4.63,8.31,0,0
297.698,0.8,4.86,7.86,0,0
297.778,0.61,4.4,8.43,0,0
297.846,1.38,4.86,7.97,0,0
297.91,0.42,4.86,8.35,0,0
297.973,0.38,4.37,7.4,0,0
298.041,0.95,4.71,8.31,0,0
298.109,0.72,4.63,7.63,0,0
298.173,0.69,4.48,7.82,0,0
298.238,0.95,4.71,7.97,0,0
298.302,0.89,4.94,7.74,0,0
298.368,0.69,4.67,8.01,0,0
298.433,1.57,4.9,8.16,0,0
298.501,0.69,4.71,7.7,0,0
298.563,0.76,4.67,8.35,0,0
298.631,0.72,4.75,8.01,0,0
298.693,0.57,4.67,8.43,0,0
298.76,0.8,4.48,7.59,0,0
298.823,0.95,4.4,8.35,0,0
298.891,0.99,3.57,7.35,0,0
298.955,1.88,4.14,10.23,0,0
299.023,1.5,3.6,6.55,0,0
299.087,1.31,3.68,9.34,0,0
299.154,1.92,3.45,8.31,0,0
299.217,1.27,3.87,8.5,0,0
299.282,1.04,3.53,7.63,0,0
299.351,0.95,3.53,8.2,0,0
299.416,0.72,3.76,9.11,0,0
299.48,0.89,3.53,7.97,0,0
299.543,0.76,3.79,8.66,0,0
299.611,0.95,4.21,8.88,0,0
299.683,0.46,3.49,7.5,0,0
299.748,1.57,3.91,9.43,0,0
299.813,0.91,3.91,6.78,0,0
299.876,0.27,3.87,8.27,0,0
299.942,1.61,3.83,7.89,0,0
300.011,0.34,3.49,8.08,0,0
300.081,0.5,3.53,7.35,0,0
300.143,0.89,4.21,8.47,0,0
300.208,-0.04,4.25,8.88,0,0
300.272,-0.34,3.91,7.65,0,0
300.341,0,4.52,9.62,0,0
300.407,-0.31,4.37,7.7,0,0
300.473,-0.5,4.14,8.43,0,0
300.537,-0.08,3.83,7.25,0,0
300.603,0.3,3.95,8.47,0,0
300.671,0.46,3.87,8.35,0,0
300.741,0.27,3.38,8.35,0,0
300.81,0.46,3.83,8.58,0,0
300.872,-0.11,4.44,8.43,0,0
300.936,-0.61,4.56,9.28,0,0
300.998,-0.27,4.33,8.35,0,0
301.063,-0.04,4.06,7.5,0,0
301.132,0.53,4.18,8.88,0,0
301.197,0.23,3.57,8.08,0,0
301.264,0.42,3.83,9.04,0,0
301.325,0.15,3.95,7.97,0,0
301.391,-0.8,4.21,8.35,0,0
301.461,-0.93,4.33,8.12,0,0
301.532,-0.69,4.56,7.82,0,0
301.601,-0.65,5.28,8.35,0,0
301.674,-1.27,5.18,7.65,0,0
301.741,-0.99,5.24,8.05,0,0
301.814,-0.53,5.6,8.05,0,0
301.878,-0.69,5.13,7.25,0,0
301.943,-0.53,5.01,7.59,0,0
302.011,-0.65,4.9,6.43,0,0
302.075,-0.5,4.99,7.93,0,0
302.141,-0.72,4.94,7.21,0,0
302.211,-0.53,5.18,7.89,0,0
302.281,-0.57,5.18,7.21,0,0
302.352,-0.34,5.33,7.93,0,0
302.421,-0.08,5.41,7.12,0,0
302.493,0.27,5.22,7.74,0,0
302.558,0.65,5.09,7.78,0,0
302.621,1.08,5.09,7.93,0,0
302.692,1.61,5.28,7.97,0,0
302.761,1.61,5.13,7.89,0,0
302.832,1.12,4.9,7.25,0,0
302.901,1.31,5.37,8.16,0,0
302.966,0.72,4.86,6.7,0,0
303.033,1.14,5.24,8.24,0,0
303.101,1.27,5.05,7.4,0,0
303.164,1.65,5.24,8.43,0,0
303.236,2.3,5.05,7.78,0,0
303.302,2.45,4.94,7.74,0,0
303.364,2.3,4.86,7.4,0,0
303.428,2.03,4.71,7.35,0,0
303.504,0.91,4.4,7.21,0,0
303.584,0.99,4.67,7.25,0,0
303.65,1.31,4.94,8.01,0,0
303.716,1.57,4.79,7.46,0,0
303.788,2.11,5.18,8.81,0,0
303.854,1.53,4.56,7.16,0,0
303.921,1.65,4.99,8.12,0,0
303.991,0.89,4.6,6.09,0,0
304.063,0.15,4.67,8.88,0,0
304.128,0.3,4.33,6.63,0,0
304.193,0.69,4.75,9.11,0,0
304.261,1.14,4.29,7.7,0,0
304.331,0.91,3.64,8.31,0,0
304.401,0.99,3.57,8.35,0,0
304.471,0.89,3.99,8.62,0,0
304.538,0.11,3.6,8.92,0,0
304.601,0.76,3.64,9.19,0,0
304.671,1.04,4.33,8.54,0,0
304.743,0.04,3.87,8.2,0,0
304.808,-0.08,3.26,7.93,0,0
304.873,0.42,3.6,7.74,0,0
304.941,-0.53,3.72,7.7,0,0
305.011,-0.76,3.17,7.97,0,0
305.081,0.34,3.53,7.82,0,0
305.143,0.42,3.72,8.5,0,0
305.211,0.42,3.87,8.81,0,0
305.274,0.34,3.64,8.58,0,0
305.341,0.11,3.68,8.5,0,0
305.413,-0.04,3.49,7.97,0,0
305.477,-0.15,3.49,8.69,0,0
305.542,0.27,3.45,8.54,0,0
305.611,0.11,3.57,9.28,0,0
305.684,0.04,3.68,8.96,0,0
305.754,0.11,3.76,8.85,0,0
305.817,0.08,3.91,9.28,0,0
305.88,0.04,3.68,8.85,0,0
305.953,0.76,3.45,8.27,0,0
306.017,0.57,3.3,8.12,0,0
306.084,0.23,3.06,7.93,0,0
306.152,0.57,2.91,9.47,0,0
306.223,0.95,2.56,8.54,0,0
306.291,0.34,2.83,8.47,0,0
306.364,0.15,3.06,8.08,0,0
306.431,-0.38,2.68,8.81,0,0
306.504,0.34,2.15,8.62,0,0
306.574,0.3,2.11,10.08,0,0
306.642,0.04,2.22,9.04,0,0
306.706,-0.23,2.37,9.62,0,0
306.775,0.19,2.45,9.23,0,0
306.84,-0.11,2.41,9.58,0,0
306.903,-0.46,2.03,8.62,0,0
306.969,-0.19,2.22,9.23,0,0
307.037,-0.27,2.76,9.04,0,0
307.103,-0.76,2.96,8.5,0,0
307.182,-0.53,3.21,9.23,0,0
307.251,-0.38,2.83,7.7,0,0
307.312,-0.42,3.26,9.28,0,0
307.381,-0.27,3.3,7.74,0,0
307.449,-0.84,3.06,9.04,0,0
307.512,-0.04,3.3,8.58,0,0
307.581,-0.04,3.38,8.88,0,0
307.651,-0.04,3.38,8.81,0,0
307.723,0.04,3.11,8.47,0,0
307.787,-0.15,3.17,9.11,0,0
307.851,-0.23,3.17,8.39,0,0
307.914,-0.57,2.68,7.86,0,0
307.976,0.04,2.76,9.08,0,0
308.042,0.46,2.76,8.31,0,0
308.111,0.46,2.76,9.04,0,0
308.181,0.72,2.72,9,0,0
308.253,0.65,3.17,9.53,0,0
308.317,0.34,2.87,9.08,0,0
308.383,0.27,2.76,8.77,0,0
308.451,-0.04,3.06,8.81,0,0
308.526,-0.42,2.83,8.88,0,0
308.592,-0.53,2.64,7.97,0,0
308.651,-0.34,2.91,9.15,0,0
308.712,-0.42,2.91,8.77,0,0
308.775,-0.23,3.02,9.23,0,0
308.841,0.04,2.56,7.89,0,0
308.911,0,2.98,9.43,0,0
308.981,-0.46,2.98,7.86,0,0
309.045,-0.34,2.79,8.2,0,0
309.111,0.3,3.41,8.92,0,0
309.175,-0.23,3.15,8.16,0,0
309.241,-0.04,2.91,8.47,0,0
309.311,0.27,3.45,8.27,0,0
309.382,-0.42,3.83,8.35,0,0
309.452,-0.46,3.6,8.16,0,0
309.521,-0.11,3.64,7.7,0,0
309.593,0.04,3.95,8.5,0,0
309.657,-0.34,3.95,9,0,0
309.723,0,3.76,8.54,0,0
309.793,0.34,4.06,9.19,0,0
309.861,0.23,4.18,7.97,0,0
309.923,0.04,3.99,8.54,0,0
309.991,0.38,4.02,8.88,0,0
310.062,0.11,4.1,8.27,0,0
310.138,-0.11,3.99,8.81,0,0
310.202,0.08,3.53,8.01,0,0
310.267,0.19,3.64,8.73,0,0
310.329,0.19,3.87,8.27,0,0
310.39,-0.5,3.53,8.12,0,0
310.452,-0.11,3.57,8.92,0,0
310.521,0.11,4.14,8.62,0,0
310.593,-0.27,4.18,7.97,0,0
310.657,0.61,3.95,8.05,0,0
310.722,0.57,3.76,7.97,0,0
310.791,0.69,3.95,8.43,0,0
310.861,0.34,3.95,8.66,0,0
310.933,0.57,3.99,8.73,0,0
310.996,0.84,3.79,8.01,0,0
311.064,0.53,3.76,7.86,0,0
311.131,-0.23,4.1,8.69,0,0
311.212,-0.53,3.87,7.82,0,0
311.282,-0.38,4.06,8.62,0,0
311.347,-0.8,4.18,8.5,0,0
311.411,-0.65,4.14,8.08,0,0
311.483,-0.5,4.25,8.66,0,0
311.547,-0.04,4.29,8.39,0,0
311.612,-0.15,3.76,7.59,0,0
311.682,0.04,3.79,8.24,0,0
311.751,-0.15,4.29,8.88,0,0
311.821,-0.27,3.6,7.25,0,0
311.891,0.61,3.87,8.39,0,0
311.964,-0.19,3.95,7.5,0,0
312.027,-0.65,3.49,8.62,0,0
312.093,0,3.3,8.66,0,0
312.157,-0.27,2.91,8.88,0,0
312.221,-0.04,2.98,9.11,0,0
312.293,-0.23,3.11,8.35,0,0
312.356,-0.57,3.02,9.11,0,0
312.422,0.19,3.17,8.92,0,0
312.491,-0.15,3.21,9.28,0,0
312.561,0.04,3.02,9,0,0
312.631,0.15,2.91,8.35,0,0
312.695,-0.23,2.96,8.58,0,0
312.757,-0.19,3.15,9.28,0,0
312.819,-0.27,2.91,8.24,0,0
312.883,-0.19,2.87,9.47,0,0
312.951,0.11,2.98,9.08,0,0
313.014,-0.04,2.72,8.5,0,0
313.081,0.15,2.3,8.47,0,0
313.151,0.19,2.76,9,0,0
313.229,-0.65,2.68,9.34,0,0
313.296,0.38,2.34,8.69,0,0
313.361,-0.08,2.56,8.85,0,0
313.431,-0.65,2.87,9.08,0,0
313.501,-0.72,2.76,8.58,0,0
313.571,-0.65,2.64,9.19,0,0
313.641,-0.72,2.72,9,0,0
313.706,-0.53,3.15,9.38,0,0
313.772,-0.89,2.98,8.27,0,0
313.841,-0.34,3.17,8.43,0,0
313.903,-0.23,3.15,8.47,0,0
313.971,-0.31,3.11,8.31,0,0
314.033,-0.31,3.02,8.5,0,0
314.102,-0.27,3.26,8.92,0,0
314.171,-0.5,3.06,8.92,0,0
314.243,-0.15,3.02,8.35,0,0
314.307,-0.23,3.21,9.58,0,0
314.371,-0.53,3.15,8.85,0,0
314.443,-0.53,3.3,8.73,0,0
314.508,-0.65,3.17,8.96,0,0
314.572,-0.84,3.11,7.7,0,0
314.641,-0.72,3.11,8.92,0,0
314.703,-0.69,3.17,9.62,0,0
314.771,-0.38,2.96,8.62,0,0
314.841,-0.27,3.26,9.38,0,0
314.911,-1.23,2.98,8.08,0,0
314.983,-0.46,2.76,7.78,0,0
315.048,-0.15,3.02,8.77,0,0
315.112,-1.04,2.87,9.53,0,0
315.175,-0.93,3.11,9.62,0,0
315.237,-0.42,3.17,8.12,0,0
315.301,-0.69,2.76,8.27,0,0
315.371,-0.34,2.91,9.7,0,0
315.441,-0.46,2.96,8.62,0,0
315.511,-0.61,3.17,9.08,0,0
315.581,-0.53,3.49,8.5,0,0
315.651,-0.27,3.21,8.24,0,0
315.728,0.11,3.45,8.39,0,0
315.792,-0.27,3.41,8.08,0,0
315.858,-0.57,3.53,9.11,0,0
315.923,-0.15,3.49,7.97,0,0
315.991,0.08,3.41,8.85,0,0
316.061,0.19,3.26,8.54,0,0
316.131,-0.34,3.41,9.28,0,0
316.201,-1.04,3.34,8.31,0,0
316.271,-1.14,3.15,9.04,0,0
316.342,-0.46,2.68,9.23,0,0
316.412,0.42,2.49,9.08,0,0
316.482,-0.53,2.76,9.34,0,0
316.551,-0.65,2.76,8.16,0,0
316.619,-0.99,2.64,8.96,0,0
316.68,-0.5,2.64,9.04,0,0
316.742,-0.19,2.91,8.85,0,0
316.812,-0.23,3.38,8.88,0,0
316.881,-0.5,2.98,7.63,0,0
316.952,0.23,3.3,8.96,0,0
317.025,-0.04,3.6,8.58,0,0
317.102,-0.38,3.57,7.78,0,0
317.175,0,3.26,8.66,0,0
317.24,0.91,3.3,8.39,0,0
317.305,0.95,3.68,8.66,0,0
317.371,0.34,3.83,8.16,0,0
317.443,0,3.6,8.16,0,0
317.508,-0.08,3.95,8.73,0,0
317.572,-0.42,4.33,8.12,0,0
317.635,-0.31,4.1,8.62,0,0
317.697,0.5,3.87,8.47,0,0
317.762,1.04,3.49,7.89,0,0
317.831,1.12,3.6,8.81,0,0
317.901,0.34,3.76,7.97,0,0
317.971,-0.57,3.57,9.08,0,0
318.034,-0.72,3.15,8.27,0,0
318.101,-0.38,2.87,8.43,0,0
318.174,-0.08,3.21,9,0,0
318.238,0.34,3.06,8.58,0,0
318.303,0.65,2.83,8.96,0,0
318.371,0.8,2.96,9.15,0,0
318.441,0.19,2.91,8.77,0,0
318.512,-0.34,3.02,8.81,0,0
318.581,-0.99,3.11,8.92,0,0
318.651,-1.04,3.06,8.01,0,0
318.721,-0.23,3.76,8.39,0,0
318.786,-0.11,4.06,8.69,0,0
318.846,-0.08,3.76,8.12,0,0
318.911,0.34,3.83,8.43,0,0
318.983,0.57,4.1,8.24,0,0
319.048,0,3.79,8.01,0,0
319.113,0.19,3.99,8.73,0,0
319.181,0,3.87,8.08,0,0
319.253,-0.19,3.99,8.62,0,0
319.317,-0.11,3.83,7.4,0,0
319.383,0.11,4.14,9.11,0,0
319.451,0.11,3.79,7.78,0,0
319.523,0.23,3.95,8.66,0,0
319.587,0.3,3.83,8.05,0,0
319.652,0.15,3.76,8.85,0,0
319.721,-0.04,4.14,8.5,0,0
319.788,-0.46,3.99,8.27,0,0
319.852,0.23,3.64,7.12,0,0
319.921,0.19,3.49,7.89,0,0
319.985,-0.5,3.87,9.7,0,0
320.05,-0.27,4.37,7.93,0,0
320.113,0.42,4.25,8.35,0,0
320.179,1.46,4.02,7.55,0,0
320.242,0.99,4.4,9.11,0,0
320.311,-0.23,4.56,8.12,0,0
320.373,-1.23,3.87,8.54,0,0
320.441,0.04,3.79,8.77,0,0
320.511,0.72,3.45,7.16,0,0
320.581,0.57,3.79,8.66,0,0
320.653,-0.65,4.14,7.74,0,0
320.718,-0.65,3.91,8.66,0,0
320.782,1.14,3.6,8.05,0,0
320.851,0.99,4.25,9.19,0,0
320.921,-0.76,4.37,8.35,0,0
320.991,-1.33,3.95,7.59,0,0
321.058,0.15,4.67,8.73,0,0
321.123,0.61,4.82,7.89,0,0
321.187,0.3,4.14,7.93,0,0
321.252,0.69,3.99,8.31,0,0
321.321,0.61,4.29,7.65,0,0
321.397,0.61,4.44,7.59,0,0
321.477,0.15,4.56,9,0,0
321.537,0,4.18,7.31,0,0
321.605,0.53,4.18,8.35,0,0
321.673,0.53,4.67,7.89,0,0
321.737,-0.04,4.33,8.62,0,0
321.803,0.84,3.87,7.46,0,0
321.866,1.65,4.33,8.54,0,0
321.931,0.65,4.14,8.31,0,0
322.001,0.23,3.79,8.47,0,0
322.072,0.65,3.79,7.89,0,0
322.142,1.08,3.99,8.24,0,0
322.211,0.11,3.95,8.2,0,0
322.283,0.23,4.02,8.96,0,0
322.348,0.69,3.53,7.35,0,0
322.415,1.33,4.21,9.19,0,0
322.478,0.65,4.25,8.05,0,0
322.541,0.34,3.87,8.16,0,0
322.611,0.76,3.64,7.86,0,0
322.683,0.38,3.91,8.16,0,0
322.751,-0.11,4.29,8.81,0,0
322.822,0.5,4.14,7.97,0,0
322.891,2.37,4.4,8.47,0,0
322.961,2.03,5.13,8.39,0,0
323.033,0.46,4.33,8.27,0,0
323.101,0.76,3.6,7.4,0,0
323.164,1.46,4.1,7.4,0,0
323.231,0.19,4.33,7.16,0,0
323.298,-0.95,3.95,8.58,0,0
323.363,-0.23,3.3,8.77,0,0
323.431,1.88,3.3,8.77,0,0
323.496,1.38,3.64,9.47,0,0
323.563,0.04,3.72,8.77,0,0
323.631,-0.34,3.26,8.66,0,0
323.701,-0.42,2.96,8.35,0,0
323.771,-1.88,3.3,8.88,0,0
323.841,-3.15,3.34,8.54,0,0
323.911,-2.34,3.83,7.74,0,0
323.984,-1.54,3.95,8.05,0,0
324.049,-0.72,3.6,8.35,0,0
324.113,-0.65,3.21,8.92,0,0
324.181,0,3.34,8.85,0,0
324.253,-0.31,3.02,9.47,0,0
324.317,-1.04,3.34,8.77,0,0
324.383,-1.61,3.26,8.77,0,0
324.45,-1.76,3.11,8.92,0,0
324.513,-1.65,2.72,8.27,0,0
324.573,-1.23,3.15,8.54,0,0
324.635,-1.69,3.11,8.39,0,0
324.699,-1.76,3.26,8.27,0,0
324.763,-1.76,3.15,8.73,0,0
324.834,-1.27,3.34,8.88,0,0
324.901,-1.33,3.6,9.89,0,0
324.963,-0.89,3.72,9.85,0,0
325.032,0.11,4.14,8.96,0,0
325.105,0.57,3.45,8.58,0,0
325.171,0.38,3.02,8.27,0,0
325.237,-1.08,3.02,8.27,0,0
325.302,-1.5,3.91,8.05,0,0
325.371,-2.22,4.44,7.46,0,0
325.441,-3.17,4.18,7.97,0,0
325.506,-3.06,3.95,8.66,0,0
325.571,-0.93,4.48,8.77,0,0
325.637,0.46,4.75,8.92,0,0
325.701,0.65,4.21,7.55,0,0
325.773,-0.69,3.76,9.38,0,0
325.838,-1.99,3.83,8.39,0,0
325.901,-2.3,4.25,8.01,0,0
325.973,-2.49,4.02,7.86,0,0
326.038,-1.95,3.45,7.82,0,0
326.102,-2.11,4.02,8.81,0,0
326.167,-2.11,4.29,8.12,0,0
326.233,-0.27,4.6,9.11,0,0
326.296,0.27,4.94,8.05,0,0
326.361,-0.34,4.99,7.59,0,0
326.433,1.27,4.52,9.11,0,0
326.5,2.26,4.06,8.01,0,0
326.565,0.99,3.83,9.92,0,0
326.626,-0.53,4.29,8.58,0,0
326.69,-1.61,4.99,7.78,0,0
326.751,-1.14,5.13,7.78,0,0
326.822,0.46,3.72,6.66,0,0
326.89,2.64,4.48,9.43,0,0
326.952,0.42,4.71,8.35,0,0
327.011,-1.76,4.79,7.4,0,0
327.073,-2.18,4.86,7.04,0,0
327.141,-1.46,5.33,8.58,0,0
327.213,-0.8,4.44,8.12,0,0
327.277,1.08,4.4,8.69,0,0
327.343,2.3,5.05,7.55,0,0
327.416,-0.19,5.01,6.28,0,0
327.482,-0.95,4.48,7.04,0,0
327.551,-0.46,4.67,7.74,0,0
327.622,-1.12,5.33,8.5,0,0
327.691,-0.08,5.79,8.5,0,0
327.763,1.61,4.94,8.05,0,0
327.828,2.68,4.52,8.08,0,0
327.893,2.45,5.13,8.47,0,0
327.961,0.61,5.43,7.4,0,0
328.025,0.57,5.01,7.16,0,0
328.091,1.14,5.13,7.97,0,0
328.163,0.23,5.37,7.31,0,0
328.227,-0.04,5.09,8.08,0,0
328.293,0.34,5.18,7.7,0,0
328.361,0.23,5.28,8.01,0,0
328.434,0.5,5.13,8.05,0,0
328.498,0.61,5.05,8.43,0,0
328.569,0.15,5.28,8.05,0,0
328.634,0.38,5.75,8.01,0,0
328.698,1.12,5.56,7.63,0,0
328.761,1.76,5.18,7.89,0,0
328.832,2.79,5.41,8.16,0,0
328.901,1.92,4.79,7.01,0,0
328.973,1.53,4.52,9.53,0,0
329.038,0.8,3.49,6.85,0,0
329.103,0.57,2.56,8.35,0,0
329.177,1.12,2.72,7.31,0,0
329.24,0.5,3.38,9.66,0,0
329.305,-0.15,3.49,8.66,0,0
329.367,-0.5,2.83,7.65,0,0
329.43,0.53,2.98,7.04,0,0
329.501,0.61,3.64,8.54,0,0
329.573,0.46,4.44,8.47,0,0
329.638,0.19,4.37,8.58,0,0
329.702,-0.04,2.87,9.11,0,0
329.771,1.12,2.87,9.15,0,0
329.841,1.5,4.94,7.01,0,0
329.911,0.72,6.4,7.97,0,0
329.981,1.12,4.44,7.4,0,0
330.053,1.33,4.4,8.81,0,0
330.121,1.27,4.67,7.01,0,0
330.185,1.57,4.18,7.46,0,0
330.251,1.69,4.21,8.69,0,0
330.321,1.23,4.52,8.31,0,0
330.393,1.42,4.6,8.31,0,0
