time,x-axis,y-axis,z-axis,Event1,Event2
173.27700000000002 , 4.71 , 1.3 , 9.34,0,0
173.341 , 4.44 , 1.45 , 9.15,0,0
173.404 , 3.79 , 1.72 , 8.040000000000001,0,0
173.467 , 3.64 , 1.6500000000000001 , 9.38,0,0
173.531 , 3.33 , 1.3 , 8.46,0,0
173.594 , 4.5600000000000005 , 0.65 , 9.3,0,0
173.657 , 4.48 , 1.19 , 8.58,0,0
173.721 , 3.94 , 1.1500000000000001 , 8.38,0,0
173.784 , 4.1 , 1.03 , 8.61,0,0
173.847 , 3.71 , 1.49 , 9.07,0,0
173.911 , 3.37 , 1.26 , 9.19,0,0
173.974 , 3.48 , 1.1500000000000001 , 8.5,0,0
174.037 , 3.71 , 1.11 , 9.11,0,0
174.101 , 3.48 , 1.26 , 8.69,0,0
174.16400000000002 , 3.71 , 1.03 , 8.42,0,0
174.228 , 3.64 , 1.07 , 8.540000000000001,0,0
174.291 , 3.37 , 1.26 , 8.58,0,0
174.355 , 3.48 , 1.3 , 8.77,0,0
174.418 , 3.83 , 1.19 , 9.3,0,0
174.482 , 3.83 , 1.03 , 8.38,0,0
174.54500000000002 , 4.5600000000000005 , 0.92 , 9.3,0,0
174.609 , 4.4 , 1.19 , 8.92,0,0
174.672 , 3.87 , 1.19 , 8.42,0,0
174.735 , 4.13 , 0.96 , 9.76,0,0
174.799 , 3.52 , 0.96 , 9.42,0,0
174.862 , 3.87 , 0.61 , 8.84,0,0
174.925 , 3.75 , 1.03 , 8.8,0,0
174.989 , 3.75 , 1.11 , 9.15,0,0
175.053 , 3.22 , 0.84 , 8.77,0,0
175.116 , 3.25 , 0.84 , 8.88,0,0
175.179 , 2.41 , 1.23 , 8.540000000000001,0,0
175.242 , 3.06 , 0.84 , 9.11,0,0
175.306 , 3.14 , 1.1500000000000001 , 8.61,0,0
175.369 , 3.52 , 1.11 , 8.46,0,0
175.43200000000002 , 3.41 , 1.26 , 8.35,0,0
175.496 , 4.44 , 1.03 , 8.69,0,0
175.559 , 4.36 , 1.3800000000000001 , 8.15,0,0
175.623 , 5.13 , 1.23 , 8.5,0,0
175.686 , 4.67 , 1.42 , 7.96,0,0
175.75 , 5.32 , 1.11 , 9.0,0,0
175.81300000000002 , 5.05 , 1.49 , 8.65,0,0
175.876 , 4.4 , 1.53 , 7.7700000000000005,0,0
175.939 , 4.67 , 1.61 , 7.7700000000000005,0,0
176.00300000000001 , 4.36 , 1.8800000000000001 , 8.23,0,0
176.066 , 3.87 , 1.49 , 8.38,0,0
176.13 , 3.87 , 1.61 , 8.27,0,0
176.193 , 4.59 , 1.53 , 9.34,0,0
176.257 , 4.5200000000000005 , 1.61 , 7.96,0,0
176.32 , 5.63 , 1.1500000000000001 , 8.23,0,0
176.383 , 5.36 , 1.53 , 8.46,0,0
176.447 , 4.63 , 1.45 , 8.69,0,0
176.51 , 4.33 , 0.88 , 8.92,0,0
176.573 , 4.5600000000000005 , 0.92 , 8.120000000000001,0,0
176.637 , 4.29 , 1.57 , 8.15,0,0
176.70000000000002 , 3.83 , 1.68 , 8.23,0,0
176.763 , 4.59 , 0.42 , 9.61,0,0
176.827 , 4.25 , 0.5 , 8.69,0,0
176.89000000000001 , 4.5200000000000005 , 0.88 , 8.040000000000001,0,0
176.954 , 4.79 , 1.42 , 8.38,0,0
177.017 , 4.13 , 2.18 , 7.890000000000001,0,0
177.08 , 4.4 , 1.42 , 7.62,0,0
177.144 , 4.86 , 1.57 , 8.46,0,0
177.207 , 4.44 , 2.56 , 7.69,0,0
177.27 , 4.59 , 2.41 , 7.24,0,0
177.334 , 4.94 , 2.07 , 8.540000000000001,0,0
177.397 , 4.5600000000000005 , 2.41 , 8.77,0,0
177.46 , 4.82 , 2.2600000000000002 , 7.43,0,0
177.524 , 5.28 , 2.22 , 8.15,0,0
177.58700000000002 , 5.21 , 2.83 , 7.62,0,0
177.651 , 4.86 , 2.2600000000000002 , 7.69,0,0
177.715 , 5.01 , 2.64 , 8.42,0,0
177.778 , 5.28 , 2.45 , 8.35,0,0
177.841 , 5.28 , 2.41 , 7.8100000000000005,0,0
177.905 , 5.78 , 2.64 , 8.15,0,0
177.96800000000002 , 4.75 , 2.18 , 7.7700000000000005,0,0
178.031 , 6.09 , 1.61 , 8.540000000000001,0,0
178.095 , 5.36 , 1.72 , 8.31,0,0
178.15800000000002 , 5.01 , 1.8800000000000001 , 7.390000000000001,0,0
178.221 , 4.9 , 2.11 , 7.69,0,0
178.285 , 4.33 , 2.56 , 7.73,0,0
178.348 , 5.09 , 1.95 , 7.73,0,0
178.412 , 5.32 , 1.8 , 7.73,0,0
178.478 , 5.44 , 1.53 , 7.58,0,0
178.547 , 6.97 , 1.42 , 7.96,0,0
178.61 , 6.28 , 1.9100000000000001 , 7.43,0,0
178.673 , 6.09 , 1.45 , 7.54,0,0
178.736 , 5.93 , 1.3800000000000001 , 7.3100000000000005,0,0
178.8 , 6.16 , 1.8 , 8.23,0,0
178.863 , 4.9 , 2.18 , 7.46,0,0
178.927 , 5.17 , 1.8800000000000001 , 7.2700000000000005,0,0
178.99 , 5.32 , 2.22 , 8.23,0,0
179.054 , 4.0200000000000005 , 2.6 , 7.7700000000000005,0,0
179.117 , 5.47 , 1.3 , 8.040000000000001,0,0
179.181 , 5.4 , 1.1500000000000001 , 7.66,0,0
179.244 , 6.890000000000001 , 1.57 , 7.8100000000000005,0,0
179.30700000000002 , 6.01 , 1.95 , 6.97,0,0
179.371 , 6.01 , 1.23 , 7.54,0,0
179.434 , 5.67 , 1.57 , 7.69,0,0
179.498 , 5.44 , 1.76 , 7.16,0,0
179.561 , 5.24 , 1.72 , 7.92,0,0
179.624 , 5.7 , 1.8800000000000001 , 8.040000000000001,0,0
179.68800000000002 , 5.7 , 1.49 , 8.42,0,0
179.751 , 5.78 , 1.26 , 7.24,0,0
179.815 , 6.43 , 1.34 , 7.62,0,0
179.87800000000001 , 6.62 , 1.53 , 7.58,0,0
179.941 , 5.51 , 1.61 , 7.08,0,0
180.005 , 5.44 , 1.3 , 7.43,0,0
180.068 , 6.16 , 1.53 , 8.65,0,0
180.132 , 4.63 , 2.14 , 7.2,0,0
180.195 , 5.13 , 1.3800000000000001 , 7.92,0,0
180.258 , 5.32 , 1.72 , 7.8100000000000005,0,0
180.321 , 5.36 , 1.45 , 7.8100000000000005,0,0
180.385 , 5.59 , 1.26 , 7.62,0,0
180.448 , 6.05 , 0.96 , 8.15,0,0
180.511 , 5.28 , 1.03 , 8.040000000000001,0,0
180.57500000000002 , 5.32 , 1.03 , 8.61,0,0
180.638 , 4.17 , 1.26 , 8.19,0,0
180.701 , 4.33 , 1.11 , 8.46,0,0
180.764 , 3.64 , 1.23 , 8.15,0,0
180.828 , 3.94 , 0.8 , 8.0,0,0
180.891 , 4.21 , 0.92 , 7.890000000000001,0,0
180.954 , 4.75 , 1.03 , 8.8,0,0
181.018 , 4.67 , 1.11 , 7.73,0,0
181.08100000000002 , 5.9 , 0.65 , 8.96,0,0
181.145 , 4.75 , 1.19 , 8.08,0,0
181.208 , 4.79 , 1.1500000000000001 , 8.58,0,0
181.27100000000002 , 4.21 , 0.96 , 8.42,0,0
181.334 , 4.36 , 0.46 , 8.58,0,0
181.398 , 4.59 , 0.84 , 8.540000000000001,0,0
181.46200000000002 , 4.67 , 0.84 , 8.58,0,0
181.525 , 4.71 , 0.84 , 7.8500000000000005,0,0
181.589 , 4.71 , 0.8 , 7.96,0,0
181.65200000000002 , 5.09 , 0.77 , 8.69,0,0
181.716 , 4.94 , 0.65 , 8.46,0,0
181.779 , 5.13 , 0.54 , 8.92,0,0
181.842 , 4.79 , 0.8 , 8.92,0,0
181.905 , 4.1 , 1.34 , 7.92,0,0
181.97 , 4.17 , 1.53 , 8.69,0,0
182.034 , 3.79 , 1.53 , 7.390000000000001,0,0
182.097 , 4.63 , 0.65 , 8.73,0,0
182.161 , 4.1 , 1.45 , 7.24,0,0
182.22400000000002 , 5.13 , 0.8 , 8.8,0,0
182.287 , 4.82 , 0.96 , 8.77,0,0
182.351 , 4.86 , 1.3800000000000001 , 8.31,0,0
182.41400000000002 , 5.13 , 1.26 , 9.34,0,0
182.478 , 3.83 , 1.34 , 8.23,0,0
182.541 , 4.17 , 1.0 , 8.120000000000001,0,0
182.605 , 4.0600000000000005 , 0.65 , 8.77,0,0
182.668 , 3.98 , 1.0 , 8.540000000000001,0,0
182.732 , 4.67 , 0.92 , 8.77,0,0
182.79500000000002 , 4.75 , 0.92 , 8.42,0,0
182.858 , 5.44 , 0.65 , 8.73,0,0
182.922 , 5.05 , 1.3 , 7.92,0,0
182.985 , 4.79 , 1.0 , 8.23,0,0
183.049 , 4.21 , 1.19 , 7.8100000000000005,0,0
183.112 , 4.21 , 1.19 , 8.92,0,0
183.17600000000002 , 3.68 , 1.68 , 8.8,0,0
183.239 , 4.25 , 1.57 , 8.5,0,0
183.302 , 4.59 , 2.34 , 7.8500000000000005,0,0
183.366 , 4.98 , 2.49 , 9.34,0,0
183.431 , 4.0600000000000005 , 1.1500000000000001 , 8.040000000000001,0,0
183.495 , 5.59 , 0.65 , 9.11,0,0
183.558 , 4.25 , 2.64 , 7.08,0,0
183.621 , 4.59 , 2.72 , 8.120000000000001,0,0
183.685 , 3.48 , 2.3000000000000003 , 8.88,0,0
183.749 , 3.9 , 1.76 , 8.61,0,0
183.812 , 4.17 , 1.68 , 8.38,0,0
183.875 , 3.94 , 2.34 , 8.120000000000001,0,0
183.939 , 4.21 , 2.5300000000000002 , 9.15,0,0
184.002 , 4.21 , 2.0300000000000002 , 8.38,0,0
184.065 , 4.67 , 1.84 , 9.38,0,0
184.129 , 4.1 , 2.45 , 8.27,0,0
184.192 , 4.13 , 2.41 , 8.73,0,0
184.256 , 3.68 , 2.41 , 8.23,0,0
184.31900000000002 , 3.83 , 2.22 , 8.5,0,0
184.383 , 3.48 , 2.41 , 8.38,0,0
184.446 , 4.67 , 2.72 , 9.84,0,0
184.50900000000001 , 3.94 , 2.49 , 7.62,0,0
184.573 , 4.86 , 1.72 , 7.96,0,0
184.637 , 4.82 , 2.49 , 8.35,0,0
184.70000000000002 , 3.79 , 2.79 , 8.31,0,0
184.763 , 3.52 , 2.56 , 8.46,0,0
184.827 , 2.87 , 2.41 , 8.69,0,0
184.89000000000001 , 3.06 , 2.7600000000000002 , 9.19,0,0
184.954 , 2.72 , 2.64 , 9.26,0,0
185.017 , 3.79 , 1.3 , 8.92,0,0
185.08 , 3.79 , 1.23 , 8.73,0,0
185.144 , 3.83 , 2.18 , 8.8,0,0
185.207 , 2.64 , 2.37 , 7.890000000000001,0,0
185.27100000000002 , 2.37 , 2.22 , 7.12,0,0
185.334 , 1.68 , 2.91 , 8.19,0,0
185.397 , 1.23 , 3.33 , 10.370000000000001,0,0
185.461 , 1.03 , 2.7600000000000002 , 9.88,0,0
185.524 , 3.37 , 1.3 , 11.290000000000001,0,0
185.58700000000002 , 4.1 , 1.19 , 10.57,0,0
185.65 , 5.01 , 1.07 , 9.99,0,0
185.714 , 4.13 , 1.6500000000000001 , 9.07,0,0
185.77700000000002 , 2.83 , 2.79 , 8.31,0,0
185.84 , 1.76 , 4.25 , 7.3500000000000005,0,0
185.904 , 0.61 , 5.4 , 7.73,0,0
185.967 , 0.38 , 4.94 , 9.3,0,0
186.031 , 1.8 , 3.37 , 10.18,0,0
186.094 , 3.25 , 2.0300000000000002 , 9.88,0,0
186.157 , 3.98 , 2.11 , 9.53,0,0
186.221 , 4.13 , 2.41 , 9.65,0,0
186.284 , 3.18 , 3.1 , 9.26,0,0
186.35 , 2.95 , 3.48 , 9.0,0,0
186.413 , 2.0300000000000002 , 4.0600000000000005 , 8.120000000000001,0,0
186.476 , 2.18 , 4.59 , 8.88,0,0
186.53900000000002 , 1.6500000000000001 , 4.29 , 8.73,0,0
186.603 , 1.84 , 3.83 , 9.03,0,0
186.666 , 1.8 , 4.13 , 8.84,0,0
186.73 , 2.3000000000000003 , 3.98 , 9.42,0,0
186.79500000000002 , 1.9100000000000001 , 3.56 , 8.8,0,0
186.858 , 2.72 , 3.48 , 10.3,0,0
186.921 , 2.11 , 4.13 , 8.42,0,0
186.985 , 1.95 , 4.17 , 9.23,0,0
187.048 , 2.0300000000000002 , 4.17 , 8.58,0,0
187.112 , 2.41 , 3.9 , 8.96,0,0
187.175 , 2.2600000000000002 , 4.0600000000000005 , 8.77,0,0
187.239 , 2.45 , 4.25 , 8.540000000000001,0,0
187.302 , 2.5300000000000002 , 4.13 , 8.88,0,0
187.365 , 2.6 , 3.79 , 8.540000000000001,0,0
187.429 , 3.22 , 3.45 , 8.08,0,0
187.493 , 4.13 , 3.75 , 8.5,0,0
187.556 , 4.5600000000000005 , 3.87 , 7.890000000000001,0,0
187.619 , 5.05 , 3.1 , 8.120000000000001,0,0
187.683 , 5.78 , 3.02 , 8.0,0,0
187.746 , 6.13 , 3.18 , 7.73,0,0
187.81 , 5.63 , 3.06 , 7.62,0,0
187.873 , 5.21 , 2.91 , 7.54,0,0
187.936 , 5.09 , 3.06 , 8.23,0,0
187.999 , 4.75 , 3.41 , 7.62,0,0
188.06300000000002 , 4.36 , 3.33 , 8.23,0,0
188.126 , 4.5600000000000005 , 3.48 , 7.7700000000000005,0,0
188.19 , 4.29 , 3.33 , 8.120000000000001,0,0
188.25300000000001 , 4.5600000000000005 , 3.48 , 7.62,0,0
188.317 , 4.82 , 3.22 , 8.19,0,0
188.38 , 4.75 , 3.18 , 8.31,0,0
188.44400000000002 , 4.98 , 2.95 , 7.73,0,0
188.508 , 4.9 , 2.99 , 7.58,0,0
188.571 , 5.28 , 3.18 , 8.19,0,0
188.635 , 5.51 , 3.33 , 7.2700000000000005,0,0
188.699 , 6.05 , 2.37 , 7.7700000000000005,0,0
188.762 , 6.2 , 2.49 , 7.3100000000000005,0,0
188.82500000000002 , 6.05 , 2.37 , 8.23,0,0
188.889 , 5.47 , 2.64 , 6.97,0,0
188.952 , 5.9 , 2.6 , 7.92,0,0
189.016 , 5.17 , 3.06 , 7.16,0,0
189.079 , 5.36 , 2.79 , 7.58,0,0
189.143 , 5.24 , 2.87 , 7.62,0,0
189.20600000000002 , 5.13 , 2.7600000000000002 , 8.08,0,0
189.27100000000002 , 5.28 , 2.6 , 7.8100000000000005,0,0
189.334 , 5.44 , 2.64 , 7.7700000000000005,0,0
189.397 , 5.44 , 2.6 , 7.5,0,0
189.46 , 5.7 , 2.7600000000000002 , 7.96,0,0
189.524 , 5.28 , 3.14 , 7.54,0,0
189.588 , 5.4 , 2.99 , 7.43,0,0
189.651 , 5.63 , 2.72 , 7.43,0,0
189.714 , 5.78 , 2.64 , 8.84,0,0
189.778 , 4.9 , 2.83 , 6.2,0,0
189.841 , 5.28 , 1.9100000000000001 , 8.27,0,0
189.904 , 4.9 , 1.95 , 7.7700000000000005,0,0
189.96800000000002 , 4.98 , 0.38 , 9.0,0,0
190.032 , 5.17 , 0.08 , 7.46,0,0
190.095 , 5.36 , 0.77 , 8.73,0,0
190.159 , 4.4 , 1.42 , 8.040000000000001,0,0
190.222 , 4.48 , 1.03 , 8.15,0,0
190.285 , 4.98 , 0.92 , 9.11,0,0
190.34900000000002 , 4.48 , 1.57 , 8.040000000000001,0,0
190.412 , 4.63 , 1.0 , 7.58,0,0
190.476 , 5.09 , 1.34 , 8.27,0,0
190.53900000000002 , 5.17 , 2.5300000000000002 , 8.040000000000001,0,0
190.602 , 4.59 , 0.8 , 8.540000000000001,0,0
190.665 , 5.13 , 0.65 , 7.43,0,0
190.73 , 6.32 , 2.2600000000000002 , 8.0,0,0
190.794 , 5.32 , 3.25 , 7.7700000000000005,0,0
190.857 , 4.9 , 2.11 , 7.73,0,0
190.92000000000002 , 6.09 , 1.68 , 8.120000000000001,0,0
190.983 , 5.55 , 2.07 , 7.8100000000000005,0,0
191.046 , 4.79 , 2.14 , 7.46,0,0
191.11 , 5.24 , 2.07 , 7.96,0,0
191.173 , 5.17 , 2.14 , 8.040000000000001,0,0
191.236 , 5.21 , 1.95 , 7.8100000000000005,0,0
191.3 , 5.24 , 2.22 , 7.16,0,0
191.363 , 5.44 , 2.2600000000000002 , 8.31,0,0
191.42600000000002 , 5.13 , 2.2600000000000002 , 8.19,0,0
191.49 , 5.24 , 1.99 , 7.69,0,0
191.553 , 5.59 , 2.0300000000000002 , 8.27,0,0
191.617 , 5.28 , 2.41 , 7.3100000000000005,0,0
191.68 , 5.55 , 1.95 , 8.040000000000001,0,0
191.743 , 5.24 , 2.3000000000000003 , 7.08,0,0
191.80700000000002 , 5.32 , 2.0300000000000002 , 7.7700000000000005,0,0
191.87 , 5.4 , 2.18 , 7.92,0,0
191.933 , 4.82 , 1.9100000000000001 , 7.01,0,0
191.996 , 5.24 , 2.11 , 7.73,0,0
192.06 , 4.94 , 2.49 , 7.5,0,0
192.123 , 5.74 , 1.8 , 7.73,0,0
192.18800000000002 , 5.78 , 1.9100000000000001 , 7.2700000000000005,0,0
192.252 , 6.05 , 1.9100000000000001 , 8.27,0,0
192.315 , 5.93 , 1.68 , 7.8100000000000005,0,0
192.37800000000001 , 6.2 , 1.72 , 8.35,0,0
192.442 , 5.97 , 2.41 , 8.0,0,0
192.505 , 6.01 , 2.34 , 7.46,0,0
192.56900000000002 , 5.7 , 2.0300000000000002 , 7.08,0,0
192.632 , 5.63 , 2.0300000000000002 , 7.24,0,0
192.695 , 5.9 , 2.07 , 7.8500000000000005,0,0
192.75900000000001 , 5.59 , 1.99 , 7.62,0,0
192.821 , 5.63 , 2.11 , 7.3100000000000005,0,0
192.88400000000001 , 5.74 , 2.34 , 8.15,0,0
192.948 , 5.63 , 2.22 , 7.73,0,0
193.011 , 5.78 , 2.0300000000000002 , 7.24,0,0
193.074 , 6.13 , 2.14 , 7.66,0,0
193.137 , 5.78 , 2.11 , 7.73,0,0
193.201 , 5.67 , 1.76 , 7.12,0,0
193.264 , 5.7 , 1.9100000000000001 , 7.8500000000000005,0,0
193.328 , 5.4 , 2.37 , 7.54,0,0
193.391 , 5.67 , 2.11 , 8.23,0,0
193.454 , 5.32 , 2.18 , 7.73,0,0
193.518 , 5.05 , 2.2600000000000002 , 7.73,0,0
193.58100000000002 , 5.36 , 2.45 , 7.7700000000000005,0,0
193.644 , 4.94 , 2.5300000000000002 , 7.8500000000000005,0,0
193.707 , 4.94 , 2.41 , 7.8500000000000005,0,0
193.77100000000002 , 4.98 , 2.41 , 8.23,0,0
193.834 , 4.98 , 2.2600000000000002 , 7.8500000000000005,0,0
193.897 , 5.13 , 2.34 , 7.92,0,0
193.961 , 5.01 , 2.5300000000000002 , 7.3500000000000005,0,0
194.024 , 5.24 , 2.37 , 7.62,0,0
194.08700000000002 , 5.09 , 2.37 , 7.58,0,0
194.151 , 5.01 , 1.53 , 8.27,0,0
194.214 , 4.4 , 0.73 , 8.77,0,0
194.278 , 4.63 , 0.77 , 8.31,0,0
194.341 , 4.79 , 1.03 , 8.92,0,0
194.404 , 4.48 , 1.23 , 8.38,0,0
194.467 , 4.75 , 0.6900000000000001 , 8.540000000000001,0,0
194.531 , 4.79 , 0.8 , 8.65,0,0
194.594 , 4.79 , 0.92 , 8.23,0,0
194.657 , 4.79 , 1.11 , 8.0,0,0
194.721 , 4.67 , 0.88 , 8.69,0,0
194.784 , 4.17 , 1.07 , 7.92,0,0
194.848 , 4.67 , 1.03 , 8.15,0,0
194.911 , 4.48 , 0.84 , 8.42,0,0
194.97400000000002 , 4.63 , 0.8 , 7.92,0,0
195.038 , 5.24 , 1.61 , 7.62,0,0
195.102 , 5.4 , 2.11 , 8.0,0,0
195.166 , 4.9 , 1.3 , 9.34,0,0
195.229 , 5.05 , 2.22 , 7.2700000000000005,0,0
195.293 , 5.24 , 1.76 , 8.69,0,0
195.356 , 3.98 , 2.0300000000000002 , 7.12,0,0
195.419 , 5.28 , 1.84 , 8.92,0,0
195.483 , 4.33 , 2.2600000000000002 , 7.08,0,0
195.546 , 5.67 , 1.42 , 8.5,0,0
195.61 , 5.13 , 1.68 , 7.890000000000001,0,0
195.673 , 5.9 , 1.42 , 8.8,0,0
195.736 , 5.36 , 1.84 , 8.08,0,0
195.8 , 5.32 , 1.76 , 7.73,0,0
195.863 , 5.55 , 1.8 , 8.23,0,0
195.92600000000002 , 5.01 , 1.84 , 7.92,0,0
195.99 , 4.98 , 1.57 , 8.040000000000001,0,0
196.054 , 4.98 , 1.8 , 8.19,0,0
196.117 , 4.9 , 1.8 , 7.66,0,0
196.18 , 5.17 , 1.57 , 8.84,0,0
196.244 , 4.79 , 1.8800000000000001 , 6.8500000000000005,0,0
196.30700000000002 , 5.17 , 1.3 , 7.96,0,0
196.371 , 4.79 , 1.34 , 7.92,0,0
196.434 , 4.79 , 1.26 , 7.62,0,0
196.497 , 4.86 , 1.45 , 7.8500000000000005,0,0
196.562 , 4.82 , 1.53 , 8.08,0,0
196.625 , 5.01 , 1.23 , 8.040000000000001,0,0
196.68800000000002 , 5.24 , 1.23 , 8.46,0,0
196.752 , 5.36 , 1.3800000000000001 , 8.73,0,0
196.815 , 5.24 , 1.42 , 8.540000000000001,0,0
196.87800000000001 , 5.13 , 1.49 , 7.890000000000001,0,0
196.941 , 5.17 , 1.19 , 8.31,0,0
197.005 , 4.48 , 1.0 , 7.43,0,0
197.068 , 4.63 , 0.38 , 7.73,0,0
197.132 , 4.63 , 0.5700000000000001 , 7.96,0,0
197.195 , 4.29 , 0.8 , 7.96,0,0
197.258 , 4.59 , 0.54 , 8.31,0,0
197.322 , 5.13 , 0.61 , 8.88,0,0
197.385 , 4.59 , 1.03 , 8.38,0,0
197.449 , 4.75 , 0.61 , 7.5,0,0
197.512 , 5.24 , 0.23 , 8.65,0,0
197.57500000000002 , 4.75 , 0.73 , 8.8,0,0
197.638 , 4.44 , 0.6900000000000001 , 7.8100000000000005,0,0
197.702 , 4.59 , 0.38 , 8.08,0,0
197.76500000000001 , 4.86 , 0.61 , 8.38,0,0
197.828 , 4.9 , 0.5700000000000001 , 8.77,0,0
197.892 , 4.71 , 0.65 , 8.38,0,0
197.955 , 4.86 , 0.61 , 8.77,0,0
198.019 , 4.79 , 0.42 , 8.8,0,0
198.084 , 4.5200000000000005 , 0.46 , 8.23,0,0
198.147 , 4.86 , 0.61 , 8.58,0,0
198.21 , 4.48 , 0.61 , 7.92,0,0
198.273 , 4.9 , 0.42 , 8.27,0,0
198.33700000000002 , 4.71 , 0.42 , 8.19,0,0
198.4 , 4.86 , 0.19 , 8.61,0,0
198.463 , 4.82 , 0.46 , 7.92,0,0
198.52700000000002 , 4.71 , 0.54 , 7.890000000000001,0,0
198.59 , 4.5200000000000005 , 0.46 , 8.0,0,0
198.653 , 4.86 , 0.42 , 8.35,0,0
198.717 , 4.59 , 0.54 , 8.8,0,0
198.78 , 4.63 , 0.54 , 8.77,0,0
198.84300000000002 , 4.86 , 0.6900000000000001 , 9.07,0,0
198.906 , 4.5200000000000005 , 0.84 , 8.15,0,0
198.97 , 4.94 , 0.5 , 8.69,0,0
199.03300000000002 , 4.86 , 0.31 , 8.92,0,0
199.096 , 4.79 , 0.54 , 8.040000000000001,0,0
199.16 , 5.01 , 0.5700000000000001 , 8.5,0,0
199.223 , 4.5600000000000005 , 0.42 , 7.890000000000001,0,0
199.287 , 4.86 , 0.38 , 8.0,0,0
199.35 , 4.71 , 0.34 , 7.58,0,0
199.413 , 4.71 , 0.23 , 8.61,0,0
199.477 , 4.79 , 0.6900000000000001 , 8.8,0,0
199.54 , 5.01 , 0.96 , 9.65,0,0
199.603 , 4.59 , 0.92 , 8.61,0,0
199.666 , 5.01 , 0.54 , 8.46,0,0
199.73000000000002 , 4.63 , 0.54 , 7.96,0,0
199.793 , 4.98 , 0.31 , 8.42,0,0
199.856 , 4.48 , 0.5 , 7.890000000000001,0,0
199.92000000000002 , 4.63 , 0.38 , 8.38,0,0
199.983 , 4.29 , 0.65 , 7.8500000000000005,0,0
200.046 , 4.5600000000000005 , 0.34 , 7.92,0,0
200.11 , 4.79 , 0.46 , 8.65,0,0
200.173 , 4.5200000000000005 , 0.65 , 8.42,0,0
200.236 , 4.9 , 0.61 , 8.8,0,0
200.3 , 4.67 , 0.8 , 8.65,0,0
200.364 , 4.59 , 0.61 , 8.46,0,0
200.427 , 4.5600000000000005 , 0.5 , 8.120000000000001,0,0
200.49 , 4.63 , 0.5700000000000001 , 8.19,0,0
200.553 , 4.48 , 0.54 , 8.19,0,0
200.617 , 4.79 , 0.31 , 8.5,0,0
200.68 , 4.67 , 0.46 , 8.42,0,0
200.743 , 4.5600000000000005 , 0.6900000000000001 , 8.73,0,0
200.80700000000002 , 4.4 , 0.65 , 8.8,0,0
200.87 , 4.63 , 0.46 , 9.0,0,0
200.933 , 3.68 , 1.0 , 7.8500000000000005,0,0
200.998 , 4.17 , 0.77 , 8.69,0,0
201.061 , 3.75 , 0.5700000000000001 , 8.42,0,0
201.125 , 3.6 , 0.34 , 8.42,0,0
201.18800000000002 , 3.6 , 0.65 , 8.19,0,0
201.252 , 4.0600000000000005 , 0.42 , 9.42,0,0
201.315 , 3.33 , 0.19 , 7.8500000000000005,0,0
201.37800000000001 , 4.33 , -0.5 , 9.46,0,0
201.442 , 4.5600000000000005 , 0.27 , 10.22,0,0
201.505 , 3.87 , 1.53 , 7.58,0,0
201.568 , 4.82 , 0.96 , 7.7700000000000005,0,0
201.632 , 4.4 , 0.27 , 9.91,0,0
201.695 , 3.48 , 0.77 , 9.03,0,0
201.758 , 3.94 , 1.53 , 8.46,0,0
201.822 , 4.0600000000000005 , 1.68 , 8.96,0,0
201.885 , 3.18 , 1.19 , 7.92,0,0
201.949 , 4.25 , 0.65 , 9.99,0,0
202.012 , 3.41 , 1.57 , 7.8100000000000005,0,0
202.07500000000002 , 3.6 , 1.11 , 8.27,0,0
202.139 , 4.29 , 0.84 , 9.23,0,0
202.202 , 3.48 , 1.1500000000000001 , 7.46,0,0
202.26500000000001 , 4.67 , 0.73 , 11.14,0,0
202.329 , 2.99 , 2.0300000000000002 , 8.73,0,0
202.392 , 3.6 , 1.23 , 9.15,0,0
202.45600000000002 , 3.83 , 1.8800000000000001 , 9.49,0,0
202.519 , 3.22 , 1.45 , 8.65,0,0
202.582 , 3.9 , 0.8 , 9.23,0,0
202.645 , 3.37 , 1.3800000000000001 , 8.61,0,0
202.708 , 3.14 , 1.23 , 9.0,0,0
202.772 , 3.87 , 1.6500000000000001 , 8.15,0,0
202.835 , 3.52 , 1.26 , 8.35,0,0
202.898 , 3.14 , 1.42 , 9.42,0,0
202.96200000000002 , 3.29 , 1.68 , 7.7700000000000005,0,0
203.025 , 3.02 , 1.3 , 8.540000000000001,0,0
203.088 , 3.29 , 1.11 , 9.23,0,0
203.151 , 3.41 , 1.34 , 9.0,0,0
203.215 , 3.56 , 1.3 , 9.57,0,0
203.278 , 3.48 , 1.61 , 8.77,0,0
203.341 , 4.5600000000000005 , 1.61 , 9.8,0,0
203.404 , 4.79 , 2.2600000000000002 , 8.84,0,0
203.46800000000002 , 4.17 , 1.8 , 9.76,0,0
203.531 , 4.4 , 1.68 , 8.31,0,0
203.595 , 3.64 , 1.9100000000000001 , 8.31,0,0
203.65800000000002 , 2.7600000000000002 , 1.8800000000000001 , 8.84,0,0
203.721 , 2.68 , 2.18 , 7.5,0,0
203.785 , 1.84 , 1.9100000000000001 , 7.92,0,0
203.848 , 1.95 , 1.8 , 8.42,0,0
203.912 , 1.9100000000000001 , 1.99 , 9.65,0,0
203.975 , 2.3000000000000003 , 2.11 , 9.57,0,0
204.038 , 3.14 , 2.11 , 9.69,0,0
204.102 , 3.64 , 2.34 , 10.72,0,0
204.165 , 3.33 , 2.34 , 9.34,0,0
204.228 , 3.98 , 1.26 , 9.72,0,0
